"id.exposure","id.outcome","method","nsnp","b","se","ci_low","ci_upp","pval","steiger_filtered","outlier_filtered"
"prot-a-266","ukb-b-14944","Simple mean",2,-0.00115118966673213,0.00179017527362239,-0.00465993320303202,0.00235755386956776,0.636184004890647,FALSE,FALSE
"prot-a-266","ukb-b-14944","FE IVW",2,-0.00137266013206927,0.00152524979943203,-0.00555965819897653,0.00281433793483799,0.368142821024886,FALSE,FALSE
"prot-a-266","ukb-b-14944","RE IVW",2,-0.00137266013206927,0.00213622350352411,-0.00555965819897653,0.00281433793483799,0.636407369936883,FALSE,FALSE
"prot-a-266","ukb-b-14944","Simple mean",2,-0.00115118966673213,0.00179017527362239,-0.00465993320303202,0.00235755386956776,0.636184004890647,FALSE,TRUE
"prot-a-266","ukb-b-14944","FE IVW",2,-0.00137266013206927,0.00152524979943203,-0.00555965819897653,0.00281433793483799,0.368142821024886,FALSE,TRUE
"prot-a-266","ukb-b-14944","RE IVW",2,-0.00137266013206927,0.00213622350352411,-0.00555965819897653,0.00281433793483799,0.636407369936883,FALSE,TRUE
"prot-a-266","ukb-b-14944","Simple mean",2,-0.00115118966673213,0.00179017527362239,-0.00465993320303202,0.00235755386956776,0.636184004890647,TRUE,FALSE
"prot-a-266","ukb-b-14944","FE IVW",2,-0.00137266013206927,0.00152524979943203,-0.00555965819897653,0.00281433793483799,0.368142821024886,TRUE,FALSE
"prot-a-266","ukb-b-14944","RE IVW",2,-0.00137266013206927,0.00213622350352411,-0.00555965819897653,0.00281433793483799,0.636407369936883,TRUE,FALSE
"prot-a-266","ukb-b-14944","Simple mean",2,-0.00115118966673213,0.00179017527362239,-0.00465993320303202,0.00235755386956776,0.636184004890647,TRUE,TRUE
"prot-a-266","ukb-b-14944","FE IVW",2,-0.00137266013206927,0.00152524979943203,-0.00555965819897653,0.00281433793483799,0.368142821024886,TRUE,TRUE
"prot-a-266","ukb-b-14944","RE IVW",2,-0.00137266013206927,0.00213622350352411,-0.00555965819897653,0.00281433793483799,0.636407369936883,TRUE,TRUE
